tconst,titleType,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,nconst,category,lead_actors_ids,language,country,plot,budget,boxOffice
tt0025349,movie,King Kelly of the U.S.A.,1934,66,"Comedy,Musical,Romance",4.8,163,nm0731860,actor,"['nm0731860', 'nm0448012', 'nm0912115', 'nm0332036', 'nm0659427']",English,United States,"James W. Kelly (Guy Robertson) and his pal Happy Moran (Edgar Kennedy) are taking their all-girl-dancing troupe ""Kelly's Affairs"" across the ocean on the SS Île de France to tour Europe. Despite warning his troupe not to fall in love, Kelly and the mysterious Catherine Bell (Irene Ware), fall for each other, literally. Maxine sets her gold-digging sights on wealthy J. Ashton Brockton (Franklin Pangborn). Brockton sends his secretary to buy Maxine out of Kelly's Affairs, but Kelly refuses to break up the act.",,
tt0025351,movie,Kiss and Make-Up,1934,78,"Comedy,Musical,Romance",5.9,940,nm0000026,actor,"['nm0000026', 'nm0864931', 'nm0532997', 'nm0002143', 'nm0514707']",English,United States,"Dr. Maurice Lamar runs a highly successful business in Paris providing cosmetic surgery and other beauty treatments to women. Old friend Max Pascal visits him to try to borrow money to finish his research, but Maurice rejects him, instead offering him a job and later a partnership, but Max declines.",,
tt0025555,movie,Nana,1934,90,Drama,5.9,296,nm0826479,actress,"['nm0826479', 'nm0392004', 'nm0041172', 'nm0071992', 'nm0164883']",English,United States,"A Parisian streetwalker, Nana, is discovered by a theatrical impresario and becomes a stage success. At her height of popularity, she falls in love with a soldier, George Muffat, and draws both ire and fascination from his protective older brother, Colonel Muffat.",,
tt0025556,movie,Napoléon Bonaparte,1935,140,"Biography,Drama",7.8,164,nm0548355,actress,"['nm0548355', 'nm0304103', 'nm0820078', 'nm0560915', 'nm0146117']",,,,,
tt0025558,movie,Nell Gwyn,1934,85,History,6.2,150,nm0623554,actress,"['nm0623554', 'nm0362567', 'nm0207843', 'nm0313549', 'nm0681738']",English,United Kingdom,"Herbert Wilcox had enjoyed a big success with the Nell Gwynn story in 1926 with Dorothy Gish and decided to remake it with Anna Neagle (who would become his wife in 1943). Part of the finance was raised by United Artists. The film encountered censorship difficulties in the US, insisting on the deletion of some scenes and addition of others, including a marriage between James and Nell, and an ending where Nell winds up in the gutter.[3]",,
tt0025562,movie,Night Alarm,1934,64,"Drama,Romance",5.8,130,nm0127677,actor,"['nm0127677', 'nm0020703', 'nm0912478', 'nm0362742', 'nm0391612']",English,United States,"A reporter eager to move on from the dull gardening beat gets the opportunity to investigate a string of arson fires troubling the city. He believes the fires are tied into a web of political corruption involving a wealthy businessman, the mayor and the police chief. Complications ensue when the girl assigned to help him turns out to be the businessman's daughter.",,
tt0025569,movie,No Greater Glory,1934,74,"Drama,War",6.9,595,nm0201660,actor,"['nm0201660', 'nm0106423', 'nm0124977', 'nm0780684', 'nm0354239']",English,United States,"In a contemporary review for The New York Times, critic Mordaunt Hall called No Greater Glory ""a provocative and unusual picture"" and wrote: ""It is rather too sentimental at times, but, nevertheless, compelling because of its vitality and the good work of the boys who portray the leading roles. ... In fact, aside from occasional fits of self-consciousness, the performances of all these lads are highly praiseworthy.""[2]",,
tt0025579,movie,Now I'll Tell,1934,82,"Crime,Drama,Mystery",6.2,272,nm0000075,actor,"['nm0000075', 'nm0878546', 'nm0269647', 'nm0322390', 'nm0642180']",English,United States,"Murray Golden is an unscrupulous New York City gambler and casino operator who wants to live life to the fullest. His philosophy is encapsulated in something he keeps saying: ""You're only wrong when you fail."" His wife, Virginia, has extracted a promise that he will quit the business once he makes $500,000. However, when he does, he breaks his word. He also starts seeing Peggy Warren behind his wife's back.",,
tt0025580,movie,Now and Forever,1934,81,"Crime,Drama,Romance",6.5,1334,nm0000011,actor,"['nm0000011', 'nm0001479', 'nm0000073', 'nm0822058', 'nm0335749']",English,United States,"Carefree, irresponsible Jerry Day and his second wife, Toni, are running up a bill at a Shanghai hotel that Jerry has no means to pay. Jerry hatches a scheme to swindle other guests to get money to pay his hotel bill and the two escape to the next leg of their foreign vacation. Desperate for more cash, Jerry is willing to sell the custody rights of his five-year-old daughter Penelope from his first marriage, known as Pennie, whom he has never met, to his former brother-in-law. Toni is shocked and goes by herself to Paris, while Jerry meets his daughter and is captivated by her, deciding to retain custody after all. Pennie and Jerry arrive in Paris to be reunited with Toni, who will now play her mother. After selling a non-existent gold mine to Felix Evans, a man who turns out to be much more versed in the art of swindling than he, Jerry decides to re-enter the workforce as a real estate salesman, but is not very successful. Soon he finds himself in need of cash to support himself, Pennie and Toni.",,
tt0026558,movie,Kaikki rakastavat,1935,80,"Comedy,Romance",5.5,120,nm0407530,actress,"['nm0407530', 'nm0658676', 'nm0638134', 'nm0839425', 'nm0375465']",,,,,
tt0026571,movie,King of Burlesque,1936,90,"Drama,Musical,Romance",6.2,256,nm0062828,actor,"['nm0062828', 'nm0269647', 'nm0642988', 'nm0055151', 'nm0431889']",English,United States,Former burlesque producer moves into legitimate theatre and does well until he marries a socialite. After his divorce his former top singer returns from London to help out.,,$1.1 million
tt0026572,movie,King of the Damned,1935,81,"Action,Crime,Drama",6.2,100,nm0891998,actor,"['nm0891998', 'nm0899091', 'nm0001935', 'nm0707922', 'nm0929606']",English,United Kingdom,"At a convict settlement in the Caribbean, the convicts suffer under a new commandant, who sends them to do road work. The convicts, led by Convict 83, lead a revolt. Convict 83 falls for the commandant's daughter, Anna. The commandant dies in the fight. Anna escapes and sends a message to a warship which arrives at the settlement. Anna returns with Convict 83 to see that he gets a fair trial.[2]",,
tt0026768,movie,Naughty Marietta,1935,105,"Drama,Musical,Romance",6.5,1701,nm0531776,actress,"['nm0531776', 'nm0248904', 'nm0604656', 'nm0006471', 'nm0241523']",English,United States,"To avoid an arranged marriage to Don Carlos, an elderly Spanish duke, Princess Marie masquerades as her uncle's former servant, Marietta, and escapes from France on a ship with casquette girls who are traveling to New Orleans to marry colonists. On board, Marietta befriends Julie.","$782,000",$2.1 million
tt0026776,movie,Night Life of the Gods,1935,73,"Comedy,Fantasy,Romance",5.9,137,nm0610253,actor,"['nm0610253', 'nm0571868', 'nm0788347', 'nm0137353', 'nm0175583']",English,United States,"Eccentric scientist Hunter Hawk nearly blows himself up during an experiment. When he comes to, he finds that he is successful at last: he has created a ring that can turn living creatures into statues as well as bring statues to life. After testing the device on his dog, he makes statues of his disagreeable family; only his favorite niece, Daphne, is spared. Hawk and Daphne celebrate the petrification of their relatives with a bottle of wine after which Daphne goes off to meet her boyfriend Cyril. Hawk takes a drunken stroll through the cornfield where he encounters the gardener, Old Man Turner, who turns out to be a leprechaun. Turner takes Hawk home to meet his daughter, Meg, and the two hit it off.",,
tt0026784,movie,No Limit,1935,80,"Comedy,Musical,Sport",6.4,354,nm0286399,actor,"['nm0286399', 'nm0221442', 'nm0726585', 'nm0387594', 'nm0310723']",English,United Kingdom,"George Shuttleworth is a chimney sweep from Wigan who dreams of winning the Isle of Man TT. Unfortunately, George's attempts to secure a factory ride with the Rainbow Motorcycle Company are unsuccessful and consequently he resorts to entering his own machine the ""Shuttleworth Snap"", a motorcycle derived from an old Rainbow machine. Whilst running the engine of his machine, George inadvertently knocks the motorcycle off its stand and crashes into the fence of his next door neighbour, Mr Hardacre, who goads George about his dream of winning the T.T.","£30,000",
tt0026787,movie,No More Ladies,1935,80,"Comedy,Romance",6,1051,nm0001076,actress,"['nm0001076', 'nm0599910', 'nm0749476', 'nm0867144', 'nm0646829']",English,United States,"Marcia is a young socialite who shares her New York home with her grandmother, Fanny Townsend. Marcia is a firm believer that a couple must be faithful to one another, unlike her peers who do not feel so strongly. Marcia meets Jim, who agrees with her on the subject of a couple's monogamy and pursues her. Marcia, however, decides to pursue Sherry, whom Marcia sees as a challenge and seeks to cure him of his philandering and womanizing nature.","$765,000","$1,623,000"
tt0026789,movie,Nobleza baturra,1935,85,Drama,6.2,116,nm0034477,actress,"['nm0034477', 'nm0002816', 'nm0649563', 'nm0130382', 'nm0209963']",Spanish,Spain,"In Aragon in the early twentieth century, María del Pilar, an honest girl, is affected when a former suitor, out of spite of being rejected, publicises throughout the village that she had engaged in extramarital sex. This rumour soon spreads throughout the region.",,
tt0027838,movie,"Keep Your Seats, Please!",1936,82,"Comedy,Musical",6.1,300,nm0286399,actor,"['nm0286399', 'nm0221442', 'nm0573790', 'nm0799237', 'nm0851136']",English,United Kingdom,"George Withers learns he is supposed to inherit some valuable jewels from his aunt, and enlists the aid of his dubious lawyer to ensure he gets them. It transpires the stones are hidden in the lining of one of six antique chairs, and his aunt has left instructions for her nephew to purchase the chairs at auction. But unfortunately they are sold separately, as he arrives too late to bid.",,
tt0027840,movie,Kelly the Second,1936,70,"Action,Comedy,Romance",5.8,224,nm0446763,actress,"['nm0446763', 'nm0930711', 'nm0153713', 'nm0447125', 'nm0112395']",English,United States,"After a traffic incident culminating in a brawl, feisty Molly Kelly (Kelly) comes up with the idea of making truck driver Cecil Callahan (Williams) a professional boxer, aided by her boss Doc Klum (Chase). Complications arise when mobster Ike Arnold (Brophy), impressed by Cecil's punching, declares himself a partner, putting additional pressure on him to win. Further muddying the waters is Ike's girl friend Gloria (Kelton), who's set her sights on Cecil, much to Molly's dismay.",,
tt0027845,movie,Kind Lady,1935,76,"Crime,Drama,Mystery",6.9,736,nm0533956,actress,"['nm0533956', 'nm0001651', 'nm0137638', 'nm0007214', 'nm0226502']",English,United States,Wealthy and charitable Mary Herries (Aline MacMahon) is tricked by aspiring artist Henry Abbott (Basil Rathbone) into letting him and ill wife Ada (Justine Chase) stay in her stately home.,,
tt0027851,movie,Klondike Annie,1936,78,"Comedy,Western",6.4,947,nm0922213,actress,"['nm0922213', 'nm0922213', 'nm0572142', 'nm0715637', 'nm0248890']",English,United States,"Mae West portrays a kept woman by the name of Rose Carlton, ""The Frisco Doll"". She murders her keeper Chan Lo in self-defence and escapes on a steamer to Nome, Alaska, wanted for murder. She is joined mid-voyage by a missionary, Sister Annie Alden. Sister Annie is on her way to rescue a financially troubled mission in Nome, and inspires Rose, but dies en route. Rose assumes the identity of Sister Annie to avoid arrest, dressing her as a prostitute in a scene later deleted by the censors.",,
tt0028029,movie,Next Time We Love,1936,87,"Drama,Romance",6.4,748,nm0837925,actress,"['nm0837925', 'nm0000071', 'nm0001537', 'nm0593372', 'nm0574743']",English,United States,"Aspiring actress Cicely Tyler marries ambitious newsman Christopher Tyler, but their life together is interrupted when he is assigned to a good position in his newspaper's Rome bureau, and she stays behind, confiding to her rich secret admirer, Tommy Abbott, that she is pregnant. Separations, reunions and reconciliations follow as Cicely and Christopher struggle to balance their romance and their careers.[3][4][5]","$350,000",
